sku_id,on_hand_units,on_order_units,lead_time_days,lead_time_demand,forward_demand,projected_stock_at_lead_time,stockout_risk,overstock_risk,quadrant,recommended_action,sales_at_risk_value,capital_locked_value,value_at_stake,sku_name_x,category_x,sku_name_y,category_y
SKU00090,7868.0,0.0,14.0,7.76,47.13,7860.24,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3618953.19,3618953.19,MetroBrand OTC Medicine Medium,Health & Wellness,MetroBrand OTC Medicine Medium,Health & Wellness
SKU01264,5425.0,0.0,14.0,7.86,49.31,5417.14,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3547522.28,3547522.28,SmartBuy Men's Wear 250ml,Apparel & Footwear,SmartBuy Men's Wear 250ml,Apparel & Footwear
SKU02267,8578.0,0.0,14.0,7.21,45.22,8570.79,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3543065.58,3543065.58,SmartBuy OTC Medicine Pack of 6,Health & Wellness,SmartBuy OTC Medicine Pack of 6,Health & Wellness
SKU03839,7744.0,0.0,14.0,7.53,47.68,7736.47,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3532766.99,3532766.99,HealthFirst Skin Care Pack of 12,Personal Care,HealthFirst Skin Care Pack of 12,Personal Care
SKU04996,5678.0,0.0,14.0,6.98,44.84,5671.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3494870.31,3494870.31,DailyBest Women's Wear 2kg,Apparel & Footwear,DailyBest Women's Wear 2kg,Apparel & Footwear
SKU01981,7589.0,0.0,14.0,7.78,47.13,7581.22,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3410360.45,3410360.45,NatureBlend Mobile Accessories 500ml,Electronics & Accessories,NatureBlend Mobile Accessories 500ml,Electronics & Accessories
SKU00155,7407.0,0.0,14.0,7.09,45.98,7399.91,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3364204.81,3364204.81,CityFresh Frozen Vegetables 500ml,Frozen Foods,CityFresh Frozen Vegetables 500ml,Frozen Foods
SKU03931,3555.0,0.0,14.0,6.94,44.87,3548.06,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3337746.52,3337746.52,GreenValley Home Decor 500g,Home & Kitchen,GreenValley Home Decor 500g,Home & Kitchen
SKU04612,6072.0,0.0,14.0,7.29,45.48,6064.71,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3206890.68,3206890.68,CleanWave Cookware 1kg,Home & Kitchen,CleanWave Cookware 1kg,Home & Kitchen
SKU04580,6555.0,0.0,14.0,7.04,44.94,6547.96,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3172679.18,3172679.18,HomeStyle First Aid 100g,Health & Wellness,HomeStyle First Aid 100g,Health & Wellness
SKU01200,4575.0,0.0,14.0,7.96,47.98,4567.04,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3119753.42,3119753.42,MetroBrand OTC Medicine 250g,Health & Wellness,MetroBrand OTC Medicine 250g,Health & Wellness
SKU00498,7607.0,0.0,14.0,7.15,47.45,7599.85,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3063506.75,3063506.75,PurePlus Ready Meals 1kg,Frozen Foods,PurePlus Ready Meals 1kg,Frozen Foods
SKU00389,7439.0,0.0,14.0,7.69,45.67,7431.31,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,3039989.29,3039989.29,UrbanBite Ready Meals Family Pack,Frozen Foods,UrbanBite Ready Meals Family Pack,Frozen Foods
SKU03582,3820.0,0.0,14.0,7.44,45.37,3812.56,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2946475.29,2946475.29,CleanWave Cookware 1kg,Home & Kitchen,CleanWave Cookware 1kg,Home & Kitchen
SKU00466,3868.0,0.0,14.0,7.12,46.01,3860.88,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2787188.39,2787188.39,FreshFarm OTC Medicine 250ml,Health & Wellness,FreshFarm OTC Medicine 250ml,Health & Wellness
SKU04987,8769.0,0.0,14.0,7.08,45.07,8761.92,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2737134.15,2737134.15,GreenValley Dishwashing 500g,Home Care,GreenValley Dishwashing 500g,Home Care
SKU04215,7022.0,0.0,14.0,7.02,45.47,7014.98,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2684640.25,2684640.25,SoftTouch Frozen Meat Family Pack,Frozen Foods,SoftTouch Frozen Meat Family Pack,Frozen Foods
SKU02114,5500.0,0.0,14.0,7.09,45.61,5492.91,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2584015.39,2584015.39,QuickBite Ready Meals 1L,Frozen Foods,QuickBite Ready Meals 1L,Frozen Foods
SKU00551,4211.0,0.0,14.0,7.14,45.29,4203.86,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2559076.96,2559076.96,SunriseFoods Ice Cream 1kg,Frozen Foods,SunriseFoods Ice Cream 1kg,Frozen Foods
SKU04352,5625.0,0.0,14.0,9.32,45.54,5615.68,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2537371.02,2537371.02,ValueChoice Frozen Vegetables Family Pack,Frozen Foods,ValueChoice Frozen Vegetables Family Pack,Frozen Foods
SKU03266,7895.0,0.0,14.0,7.26,45.52,7887.74,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2454611.7,2454611.7,MetroBrand Skin Care 500ml,Personal Care,MetroBrand Skin Care 500ml,Personal Care
SKU00874,4280.0,0.0,14.0,7.88,49.38,4272.12,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2448431.91,2448431.91,ValueChoice Home Decor Pack of 12,Home & Kitchen,ValueChoice Home Decor Pack of 12,Home & Kitchen
SKU04412,6871.0,0.0,14.0,8.71,43.61,6862.29,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2380504.41,2380504.41,SparkleClean Dishwashing 500g,Home Care,SparkleClean Dishwashing 500g,Home Care
SKU01643,5104.0,0.0,14.0,7.18,45.5,5096.82,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2378150.83,2378150.83,FreshFarm Men's Grooming Pack of 6,Personal Care,FreshFarm Men's Grooming Pack of 6,Personal Care
SKU00890,7173.0,0.0,14.0,7.27,45.61,7165.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2334862.97,2334862.97,EliteHome Men's Wear Pack of 6,Apparel & Footwear,EliteHome Men's Wear Pack of 6,Apparel & Footwear
SKU04319,4249.0,0.0,14.0,7.04,45.04,4241.96,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2310202.5,2310202.5,HealthFirst Home Decor 100g,Home & Kitchen,HealthFirst Home Decor 100g,Home & Kitchen
SKU01675,4370.0,0.0,14.0,6.73,45.5,4363.27,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2304482.25,2304482.25,ValueChoice Kids Wear 250ml,Apparel & Footwear,ValueChoice Kids Wear 250ml,Apparel & Footwear
SKU02217,7628.0,0.0,14.0,7.04,44.92,7620.96,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2262639.0,2262639.0,NutriPlus Bath & Body 2kg,Personal Care,NutriPlus Bath & Body 2kg,Personal Care
SKU00371,6045.0,0.0,14.0,7.04,44.85,6037.96,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2238176.3,2238176.3,CityFresh Oral Care Medium,Personal Care,CityFresh Oral Care Medium,Personal Care
SKU04073,5701.0,0.0,14.0,6.99,45.19,5694.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2218434.28,2218434.28,ValueChoice Women's Wear 1kg,Apparel & Footwear,ValueChoice Women's Wear 1kg,Apparel & Footwear
SKU01191,4535.0,0.0,14.0,6.99,44.86,4528.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2174393.34,2174393.34,CityFresh Frozen Meat Medium,Frozen Foods,CityFresh Frozen Meat Medium,Frozen Foods
SKU00858,5244.0,0.0,14.0,7.05,46.25,5236.95,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2164445.37,2164445.37,NutriPlus Ice Cream 100g,Frozen Foods,NutriPlus Ice Cream 100g,Frozen Foods
SKU00978,7182.0,0.0,14.0,8.11,49.08,7173.89,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2154783.04,2154783.04,HomeStyle OTC Medicine Small,Health & Wellness,HomeStyle OTC Medicine Small,Health & Wellness
SKU00649,8430.0,0.0,14.0,6.99,45.3,8423.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2153359.68,2153359.68,DailyBest Bread Medium,Dairy & Bakery,DailyBest Bread Medium,Dairy & Bakery
SKU01031,5133.0,0.0,14.0,7.88,49.15,5125.12,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2132524.02,2132524.02,PrimeCare First Aid 500g,Health & Wellness,PrimeCare First Aid 500g,Health & Wellness
SKU02842,6460.0,0.0,14.0,7.11,45.0,6452.89,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2077368.85,2077368.85,NovaFresh Vitamins & Supplements Family Pack,Health & Wellness,NovaFresh Vitamins & Supplements Family Pack,Health & Wellness
SKU02501,5819.0,0.0,14.0,6.77,45.7,5812.23,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2070361.92,2070361.92,SoftTouch Storage & Containers 2L,Home & Kitchen,SoftTouch Storage & Containers 2L,Home & Kitchen
SKU02519,6960.0,0.0,14.0,7.58,48.3,6952.42,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2055747.65,2055747.65,PremiumSelect Pulses & Lentils Medium,Grocery,PremiumSelect Pulses & Lentils Medium,Grocery
SKU00305,6489.0,0.0,14.0,7.29,45.51,6481.71,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2053476.06,2053476.06,PurePlus Vitamins & Supplements 250ml,Health & Wellness,PurePlus Vitamins & Supplements 250ml,Health & Wellness
SKU03320,5726.0,0.0,14.0,7.0,45.26,5719.0,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2044215.63,2044215.63,DailyBest Cookware 250g,Home & Kitchen,DailyBest Cookware 250g,Home & Kitchen
SKU01229,6258.0,0.0,14.0,6.98,44.9,6251.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2034665.29,2034665.29,GreenValley Ice Cream 500ml,Frozen Foods,GreenValley Ice Cream 500ml,Frozen Foods
SKU02164,7760.0,0.0,14.0,7.4,49.45,7752.6,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,2027643.79,2027643.79,EverydayPlus Rice & Grains 500g,Grocery,EverydayPlus Rice & Grains 500g,Grocery
SKU03727,102.0,0.0,14.0,1321.35,4834.93,-1219.35,0.923,0.0,Reorder now,Raise a replenishment order before stock runs out.,2025257.7,0.0,2025257.7,QuickBite Mobile Accessories 2kg,Electronics & Accessories,QuickBite Mobile Accessories 2kg,Electronics & Accessories
SKU02871,8264.0,0.0,14.0,7.42,45.78,8256.58,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1967606.92,1967606.92,TrueTaste Hair Care Pack of 12,Personal Care,TrueTaste Hair Care Pack of 12,Personal Care
SKU01023,5138.0,0.0,14.0,7.27,46.14,5130.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1948551.23,1948551.23,CrispKing Men's Grooming Large,Personal Care,CrispKing Men's Grooming Large,Personal Care
SKU01818,6417.0,0.0,14.0,7.11,45.63,6409.89,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1922879.45,1922879.45,CleanWave Surface Cleaners 2L,Home Care,CleanWave Surface Cleaners 2L,Home Care
SKU01538,6749.0,0.0,14.0,8.47,50.39,6740.53,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1908098.34,1908098.34,EliteHome Skin Care 250ml,Personal Care,EliteHome Skin Care 250ml,Personal Care
SKU01792,7560.0,0.0,14.0,7.09,45.24,7552.91,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1884025.62,1884025.62,SoftTouch Butter & Ghee 500ml,Dairy & Bakery,SoftTouch Butter & Ghee 500ml,Dairy & Bakery
SKU03257,8338.0,0.0,14.0,7.83,48.75,8330.17,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1882488.65,1882488.65,PurePlus Skin Care 2kg,Personal Care,PurePlus Skin Care 2kg,Personal Care
SKU00350,5108.0,0.0,14.0,7.06,45.11,5100.94,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1864358.19,1864358.19,BasicNeeds Laundry Medium,Home Care,BasicNeeds Laundry Medium,Home Care
SKU02822,7709.0,0.0,14.0,7.76,46.84,7701.24,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1860449.48,1860449.48,FamilyChoice Rice & Grains Small,Grocery,FamilyChoice Rice & Grains Small,Grocery
SKU04468,5088.0,0.0,14.0,7.0,45.17,5081.0,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1837808.38,1837808.38,GreenValley First Aid 500ml,Health & Wellness,GreenValley First Aid 500ml,Health & Wellness
SKU04019,6691.0,0.0,14.0,7.25,48.44,6683.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1832616.44,1832616.44,NatureBlend Ice Cream Family Pack,Frozen Foods,NatureBlend Ice Cream Family Pack,Frozen Foods
SKU03892,5029.0,0.0,14.0,8.27,51.06,5020.73,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1822323.79,1822323.79,CityFresh Vitamins & Supplements Large,Health & Wellness,CityFresh Vitamins & Supplements Large,Health & Wellness
SKU02514,6863.0,0.0,14.0,7.12,45.1,6855.88,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1812130.42,1812130.42,NatureBlend Air Fresheners 2L,Home Care,NatureBlend Air Fresheners 2L,Home Care
SKU04753,4905.0,0.0,14.0,7.07,45.65,4897.93,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1804180.85,1804180.85,QuickBite Vitamins & Supplements 2L,Health & Wellness,QuickBite Vitamins & Supplements 2L,Health & Wellness
SKU00524,6970.0,0.0,14.0,7.01,45.12,6962.99,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1797974.59,1797974.59,PureLife Tea 1kg,Beverages,PureLife Tea 1kg,Beverages
SKU00589,5724.0,0.0,14.0,6.98,45.32,5717.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1782425.55,1782425.55,NovaFresh Mobile Accessories Pack of 12,Electronics & Accessories,NovaFresh Mobile Accessories Pack of 12,Electronics & Accessories
SKU02576,4146.0,0.0,14.0,7.24,47.52,4138.76,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1767344.48,1767344.48,MetroBrand OTC Medicine Medium,Health & Wellness,MetroBrand OTC Medicine Medium,Health & Wellness
SKU01303,7270.0,0.0,14.0,6.98,45.16,7263.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1712864.06,1712864.06,HealthFirst Sugar & Salt Medium,Grocery,HealthFirst Sugar & Salt Medium,Grocery
SKU02533,5868.0,0.0,14.0,7.39,45.22,5860.61,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1710501.15,1710501.15,CityFresh Men's Grooming 250ml,Personal Care,CityFresh Men's Grooming 250ml,Personal Care
SKU04902,8193.0,0.0,14.0,6.99,45.46,8186.01,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1701695.92,1701695.92,CrispKing Tea 250g,Beverages,CrispKing Tea 250g,Beverages
SKU01287,5631.0,0.0,14.0,7.26,45.14,5623.74,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1687488.64,1687488.64,GreenValley Pest Control 250g,Home Care,GreenValley Pest Control 250g,Home Care
SKU04526,8169.0,0.0,14.0,7.08,44.97,8161.92,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1681105.19,1681105.19,SunriseFoods Skin Care 1L,Personal Care,SunriseFoods Skin Care 1L,Personal Care
SKU03428,6614.0,0.0,14.0,6.98,45.51,6607.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1679564.15,1679564.15,TrueTaste Home Decor 500ml,Home & Kitchen,TrueTaste Home Decor 500ml,Home & Kitchen
SKU03828,6637.0,0.0,14.0,9.1,43.75,6627.9,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1670664.85,1670664.85,NovaFresh Notebooks Family Pack,Stationery & Office,NovaFresh Notebooks Family Pack,Stationery & Office
SKU01880,5011.0,0.0,14.0,7.75,48.73,5003.25,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1666628.12,1666628.12,GreenValley Men's Grooming 250ml,Personal Care,GreenValley Men's Grooming 250ml,Personal Care
SKU01649,6407.0,0.0,14.0,7.16,45.96,6399.84,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1646619.23,1646619.23,NatureBlend Surface Cleaners Large,Home Care,NatureBlend Surface Cleaners Large,Home Care
SKU03286,3833.0,0.0,14.0,7.4,46.2,3825.6,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1643888.72,1643888.72,PremiumSelect Vitamins & Supplements Family Pack,Health & Wellness,PremiumSelect Vitamins & Supplements Family Pack,Health & Wellness
SKU03950,8341.0,0.0,14.0,6.25,47.97,8334.75,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1641604.65,1641604.65,FreshFarm Hair Care 500g,Personal Care,FreshFarm Hair Care 500g,Personal Care
SKU04717,5576.0,0.0,14.0,7.1,45.39,5568.9,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1615546.88,1615546.88,QuickBite Dishwashing 250g,Home Care,QuickBite Dishwashing 250g,Home Care
SKU02580,5372.0,0.0,14.0,7.91,47.28,5364.09,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1582932.23,1582932.23,FamilyChoice Pest Control 250g,Home Care,FamilyChoice Pest Control 250g,Home Care
SKU02710,6103.0,0.0,14.0,7.1,46.17,6095.9,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1568961.99,1568961.99,UrbanBite Pest Control 250ml,Home Care,UrbanBite Pest Control 250ml,Home Care
SKU03905,6638.0,0.0,14.0,7.32,46.15,6630.68,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1567872.16,1567872.16,DailyBest Sugar & Salt 100g,Grocery,DailyBest Sugar & Salt 100g,Grocery
SKU04334,7084.0,0.0,14.0,8.56,51.82,7075.44,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1566558.24,1566558.24,FreshFarm Pulses & Lentils 250ml,Grocery,FreshFarm Pulses & Lentils 250ml,Grocery
SKU04053,7592.0,0.0,14.0,7.09,46.05,7584.91,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1528659.45,1528659.45,BasicNeeds Hair Care Small,Personal Care,BasicNeeds Hair Care Small,Personal Care
SKU01318,6932.0,0.0,14.0,6.98,45.79,6925.02,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1523161.59,1523161.59,FamilyChoice Skin Care Pack of 6,Personal Care,FamilyChoice Skin Care Pack of 6,Personal Care
SKU04052,6170.0,0.0,14.0,7.03,45.58,6162.97,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1516895.54,1516895.54,CleanWave Batteries 1L,Electronics & Accessories,CleanWave Batteries 1L,Electronics & Accessories
SKU01568,6596.0,0.0,14.0,7.29,45.84,6588.71,0.0,1.0,Markdown / clear,Promote or discount excess inventory to free up capital.,0.0,1515445.0,1515445.0,ValueChoice Bath & Body Large,Personal Care,ValueChoice Bath & Body Large,Personal Care
